id,Tên địa điểm,Mô tả,Tỉnh thành,Thể loại,Link google map,ID Ảnh URL địa điểm,
640,Ngã ba Đông Dương,"Từ nơi đây phóng tầm mắt ra xa, bạn sẽ nhìn thấy ngọn đồi bao phủ bởi thảm thực vật xanh tốt nhấp nhô trên nền trời xanh tạo nên bức tranh thiên nhiên hoành tráng khiến du khách phải say đắm.",KonTum,"Thiên nhiên, đồi",https://maps.app.goo.gl/rtJrhKX2oH2wHStF9,1NfLVUhH-OtEHgEEqVXCXuZnFrmHp8i-J,
641,Chùa Bác Ái,"Qua nhiều lần trùng tu, hiện chùa Bác Ái còn lưu giữ một vài hiện vật cổ quý hiếm như tượng Quan Âm, tượng Tam Tòa Thánh Mẫu được làm từ gốm men rạn, câu đối do vua Bảo Đại ban tặng, hộp sắc phong “Sắc tứ Bác Ái tự”, bửu ấn,..",KonTum,Chùa,https://maps.app.goo.gl/fb4FwEsCD4Z2Qu3H8,16lu6mHYMdcQLIVgh7PHkSGqMHPM2uBpF,
642,nhà thờ gỗ Kon Tum,"Nhà thờ gỗ Kon Tum thu hút bao du khách bởi sở hữu nét đẹp kiến trúc kết hợp giữa Roma và nhà sàn Bana đầy tinh tế, công phu. Nơi đây xây dựng hoàn thành vào năm 1918 với vật liệu chủ yếu là gỗ cà chít quý hiếm, tường được làm bằng đất trộn rơm, các cửa kính, họa tiết được chạm nổi tỉ mỉ, tinh tế tạo nên vẻ đẹp cuốn hút vượt thời gian.",KonTum,Nhà thờ,https://maps.app.goo.gl/eWtQYSybsM447dC26,1JF9qq2KKrfYvSW846VZkLSGw_5KF6OM5,
643,rừng thông Măng Đen,"Nơi đây nằm ở độ cao khoảng 1200m so với mực nước biển có không khí trong lành, mát mẻ quanh năm, cùng với đó là sự trù phú của hệ sinh thái đa dạng. Khi vượt qua cung đường đèo quanh co, uốn lượn với hai bên đường là những dãy núi trùng điệp, rừng thông xanh mướt trải dài trên nền trời xanh trong, hứa hẹn cho bạn tận hưởng cảm giác thư giãn tuyệt vời hiếm có.",KonTum,"Thiên nhiên, rừng",https://maps.app.goo.gl/QXDU8JLaR4ZYnap66,1vOLFA5IBvv3hIcd9Fkl3IxFoK6U3y5Y3,
644,vườn quốc gia Chư Mom Ray,"Khi đến đây, bạn có thể tham gia tour trekking để chiêm ngưỡng vẻ đẹp thiên nhiên hoang sơ, ngắm nhìn nhiều loại gỗ quý hiếm (có 114 loài trong sách đỏ), đồng thời lắng nghe âm thanh của chim muông để có một ngày trải nghiệm trọn vẹn và thú vị.",KonTum,Vườn quốc gia,https://maps.app.goo.gl/FwGz7ZQie4NxCDHn8,1lOTOtYLtfZOmpggeM2dUQcX1RYAd8HyY,
645,Chủng viện Thừa Sai Kon Tum,"Chủng viện Thừa Sai Kon Tum (hay còn gọi là tòa giám mục), được xây dựng vào năm 1935 có thiết kế khá tương đồng với nhà thờ gỗ Kon Tum. Bởi nơi đây được xây bằng gỗ chít và kết hợp hài hòa giữa kiến trúc châu Âu lẫn dân tộc bản địa.",KonTum,Công trình kiến trúc,https://maps.app.goo.gl/2RW7jKBG7tXt6dv69,1jLbmJdMmUsNh8HtogTHBAk9EZJeqdGkp,
646,núi Ngọc Linh,"Núi Ngọc Linh là ngọn núi có độ cao khoảng 2.600m, nơi có loại sâm quý hiếm thuộc một phần của dãy Trường Sơn Nam huyền thoại. Đây là địa điểm đẹp ở Kon Tum thích hợp cho những tín đồ yêu thích leo núi và khám phá vẻ đẹp thiên nhiên hùng vĩ. Từ trên dãy núi Ngọc Linh, bạn sẽ được chiêm ngưỡng khung cảnh núi non trùng điệp ẩn hiện dưới làn sương mờ ảo đầy thơ mộng.",KonTum,"Thiên nhiên, núi",https://maps.app.goo.gl/BJZFMyR6dMLCqqNm7,1hyBxzbtm6jjnUGwvAFO_PVuTNYGD8Hsl,
647,Hồ T’Nưng,"Hồ T’Nưng nổi tiếng được mọi người biết đến qua câu hát: “Không dám nhìn vào đôi mắt ấy…Đôi mắt Pleiku Biển Hồ đầy”. Đúng vậy, Biển Hồ ở đây chính là tên gọi khác của hồ T’Nưng – một trong những hồ tự nhiên đẹp nhất tỉnh Gia Lai.",Gia Lai,"Thiên nhiên, hồ",https://maps.app.goo.gl/KhYguohTDNY5amQM9,1JR1qNhPRIyFM0eJyQuDk5YR-N3kqZidA,
648,Nhà máy thủy điện Ialy,"Nhà máy thủy điện Ialy là một trong những địa điểm du lịch Gia Lai nằm trong hệ thống thủy điện trên sông Sesan thuộc tỉnh Gia Lai. Đây là công trình thủy điện lớn thứ 2 ở nước ta, chỉ sau thủy điện Sông Đà. Với công suất 720 MW, thủy điện Ialy cung cấp 3.650 triệu KWh điện mỗi năm cho toàn Tây Nguyên.",Gia Lai,Công trình kiến trúc,https://maps.app.goo.gl/3VJyBLFszr7u7Sk78,1vECMLRxwHsNe6XVKXJ7AzRo7GMeHYnk2,
649,Quảng trường Đại Đoàn Kết,"Mỗi quảng trường điểm du lịch Gia Lai lại gắn với lịch sử phát triển cũng linh hồn của một thành phố, và quảng trường Đại Đoàn Kết được mệnh danh là trái tim của người dân Pleiku.",Gia Lai,Công trình kiến trúc,https://maps.app.goo.gl/bpdYZs6DdhetFXjf9,1qwhutIbMch_8UklLCvvMHhpvL0Bh9G3M,
650,Thác Phú Cường,"Nằm cách thị trấn Chư Sê khoảng chừng 3km và nằm cách trung tâm Pleiku 45km đi về hướng đông nam, thác Phú Cường là một khu du lịch sinh thái vô cùng hứa hẹn cho du khách khám phá, những vẻ đẹp thơ mộng bình yên đến diệu kỳ cùng với sức hút lan tỏa rộng lớn đã làm cho không ít người cảm thấy vẻ choáng ngợp của ngọn thác nơi này.",Gia Lai,Thác,https://maps.app.goo.gl/jeGwwuZfeSwhBUZA7,1YubUN-C0Geh_Qq4K6BHA-LGQmuy3_VkR,
651,Đồng xanh,"Được ví như là một cánh đồng rộng lớn được bao phủ những màu xanh cây cỏ tươi tốt, Đồng Xanh Gia Lai đang chứa đựng rất nhiều nét độc đáo của một cánh đồng bao la bát ngát, từ một vùng đất mang một nét thôn quê mộc mạc, hình ảnh cánh đồng xanh đã gắn liền với đồng bào tại đây như là một nét văn hóa truyền thống mộc mạc giản đơn, những kiến trúc độc và lạ đang ngày ngày soi chiếu sẽ tạo nên một bức tranh cảnh mặc sâu sắc.",Gia Lai,"Thiên nhiên, địa điểm chụp ảnh đẹp",https://maps.app.goo.gl/R3aAFQb1fLsyMxydA,1tT_H1_9B5iA0pThGhWBQJx1p8jlxPgWE,
652,Hố Trời,"Tên gọi này có lẽ đã quá quen thuộc với rất nhiều khách du lịch vào mỗi dịp đi du lịch ở Gia Lai, nhờ vẻ bình yên của Hố Trời mà dù cho bất kỳ ai lần đầu được trải nghiệm cũng sẽ cảm nhận được điều độc đáo đặc biệt nhất mà nó mang đến đã vượt xa sự mong đợi cho tất cả mọi người.",Gia Lai,Hồ,https://maps.app.goo.gl/uQrF4vo18UXaFSiG8,1_q0lyp7ppZMJq5icGHz6Q0e6fe9gpkdh,
653,Biển Hồ Chè,"Không chỉ mang một vẻ tuyệt mỹ của những cánh đông chè đến khó quên mà địa điểm du lịch Biển Hồ Chè còn là sự lựa chọn rất thích hợp cho những ai đi du lịch về vùng đất mộng mơ này, những nét bình yên đến kinh ngạc hay các khung cảnh hùng vĩ của Biển Hồ Chè sẽ làm cho rất nhiều người cảm thấy thật sự ấn tượng.",Gia Lai,Núi,https://maps.app.goo.gl/7siJcY5qR6dYukRc7,1I6oO-wQZBUyxXMD6dy2G6fQ2Lm_xZiWI,
654,Núi lửa Chư Đăng Ya,"Nằm ở vị trí khá xa (khoảng 30km) so với trung tâm thành phố Gia Lai, ngọn núi lửa mang tên Chư Đăng Ya là một địa điểm vô cùng độc đáo ấn chứa nhiều nét thơ mộng khó phai mờ cho những ai đi du lịch tại đây, vẻ bình yên cùng với khung cảnh thơ mộng đầy quyễn rũ sẽ làm cho rất nhiều người cảm thấy nơi này thực sự níu kéo họ cũng chính vẻ đẹp mà thiên nhiên đã ban tặng.",Gia Lai,Hồ,https://maps.app.goo.gl/VyTgp7T7GMofbZaa6,1JOfHJSt6vAPLbSO_C0Nez9bh91kGXXJR,
655,Hồ Thác Bà,"Hồ Thác Bà là sự hội tụ của một đập thủy điện mang tên Thác Bà vốn đã rất quen thuộc, từ những vẻ đẹp gần gũi thân thiện, khung cảnh của hồ Thác Bà luôn được đông đảo mọi người yêu thích và muốn khám phá về vùng đất bình yên độc đáo và nhiều thơ mộng.",Gia Lai,"Thiên nhiên, hồ",https://maps.app.goo.gl/VyTgp7T7GMofbZaa6,1va39f1n0qGasOfBPmctH8rNOky4Y98or,
656,Núi Hàm Rồng,"Như là một bình minh soi chiếu khắp thế gian, khung cảnh tuyệt mỹ của núi Hàm Rồng có lẽ sẽ là những hành trình khám phá thú vị nhất.",Gia Lai,"Thiên nhiên, núi",https://maps.app.goo.gl/VXP6XjseWFWgDWNE7,1jNZcr-_0q_VOgdGGAGf-stXM1AHhvdur,
657,Thác Xung Khoeng,"Nhờ có khung cảnh hùng vĩ cùng vẻ thơ mộng đáng có mà Thác Xung Khoeng ngày một đón nhận được nhiều sự quan tâm hơn của mọi người, các nét đẹp dịu dàng đang ngày một hiện hữu cho bất kỳ ai tới đây cảm nhận.",Gia Lai,Thác,https://maps.app.goo.gl/UQaqtZc1DNBTWPTQA,1sC9nco-jdbjkQ3KSD5gncdQedozb2QP6,
658,Thác chín tầng,Thác Chín Tầng được coi là nơi du lịch rất lý tưởng cho những ai thích khám phá và trải nghiệm những hành trình thú vị khi đi du lịch ở vùng đất Gia Lai xinh đẹp này.,Gia Lai,Thác,https://maps.app.goo.gl/MFrfouiQCxfitKzs8,1He0ipmIf1bfD1v9v3Tq-nEoFhqgTI1sX,
659,Khu bảo tồn thiên nhiên Kon Jang Răng,"Có thể nói đây là một khu bảo tồn rộng lớn nhất của vùi núi tây nguyên, những khung cảnh bình yên thơ mộng hay các nét đẹp độc và lạ luôn nhận được rất nhiều sự đón nhận nồng hậu khi ghé thăm về vùng đất nơi này.",Gia Lai,Khu bảo tồn,https://maps.app.goo.gl/5L6NykP6cGMeGq7NA,1zoGifJwJUmJVWNZGQIuGNUVXqujCvfT8,
660,Vườn quốc gia Kon Ka Kinh,"Với diện tích khá rộng lớn bao gồm 42.000ha rừng cùng những loài động thực vật quý hiếm, vườn quốc gia Kon Ka Kinh được coi là một khu dự trữ sinh quyển lớn nhất của Gia Lai.",Gia Lai,vườn quốc gia,https://maps.app.goo.gl/5d4MDCu9nivmLPgX6,1Lxz4EwcdB7mFQSlBVNUCq2BOgn3wM_Vj,
661,Chùa Minh Thành,"Địa điểm du lịch Gia Lai chùa Minh Thành nằm cách trung tâm thành phố không xa, là ngôi chùa có không gian và kiến trúc gần giống với các ngôi chùa trong điện ảnh Nhật Bản. Với diện tích 20.000m2 gồm nhiều khu nhà được thiết kế với phần mái chóp uốn cong, chùa Minh Thành trở thành địa điểm thu hút đông đảo khách thăm quan tới dâng hương, viễn cảnh.",Gia Lai,Chùa,https://maps.app.goo.gl/G9eUtfCrfpyprwRw6,1M4Q77B5xLs1TcVhWU0g8iDr8N58zfqcJ,
662,Nhà tù Pleiku,"Đi du lịch đâu chỉ để thăm thú, thưởng thức cái đẹp. Đôi khi mỗi chuyến đi lại giúp chúng ta mở mang thêm kiến thức về những nét lịch sử, văn hóa của một vùng đất.",Gia Lai,Công trình kiến trúc,https://maps.app.goo.gl/gTmcjVpRcr3iUg588,1Looety4o8puIQ6bu2CnKioJn7q9InXlF,
663,Vịnh Hạ Long,"Vịnh Hạ Long được UNESCO công nhận là Di sản Thiên nhiên Thế giới, nổi tiếng với hàng nghìn đảo đá vôi kỳ vĩ. Du khách có thể tham gia các hoạt động như du thuyền, chèo thuyền kayak và tắm biển.",Quảng Ninh,"Biển, Điểm chụp ảnh đẹp, Điểm tham quan miễn phí","https://www.google.com/maps/place/V%E1%BB%8Bnh+H%E1%BA%A1+Long/@20.8434653,107.1496281,11z/data=!3m1!4b1!4m6!3m5!1s0x314a5796518cee87:0x55c6b0bcc85478db!8m2!3d20.9100512!4d107.1839024!16zL20vMDFmeG16?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1HLAzOugYhqr6ljfPKbk87BbbnMduTj4U,
664,Đảo Cô Tô,"Đảo Cô Tô thu hút du khách bởi vẻ đẹp hoang sơ với những bãi biển sạch sẽ, làn nước trong xanh và phong cảnh hữu tình. Hoạt động phổ biến tại đây bao gồm tắm biển và tham quan hải đăng.",Quảng Ninh,"Biển, Điểm chụp ảnh đẹp, Điểm tham quan miễn phí","https://www.google.com/maps/place/%C4%90%E1%BA%A3o+C%C3%B4+T%C3%B4/@20.9835132,107.7590726,13z/data=!3m1!4b1!4m6!3m5!1s0x314b741c16138269:0xe232acc58a8c4a03!8m2!3d20.993715!4d107.7576992!16s%2Fg%2F1q5bm2xsm?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1RnHixLDrZ2s1Al9f2NT5Qnbhx3wZCZa6,
665,Chùa Ba Vàng,"Nằm trên núi Thành Đẳng, chùa Ba Vàng là nơi thờ Tam bảo và có trống đồng mộc lớn nhất Việt Nam. Khung cảnh xung quanh chùa thanh tịnh, với rừng thông xanh mát và giếng nước cổ linh thiêng.",Quảng Ninh,"Danh lam thắng cảnh, Đền, Chùa","https://www.google.com/maps/place/Ch%C3%B9a+Ba+V%C3%A0ng/@21.0682357,106.764453,17z/data=!3m1!4b1!4m6!3m5!1s0x314a88e4abefa2e9:0xc77de06980444f13!8m2!3d21.0682357!4d106.764453!16s%2Fg%2F1yw9ksx5m?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1vgEop98Pm44x8OrXiIdCgOwmabmtk8A5,
666,Đền Cửa Ông,"Đền thờ Hưng Nhượng Đại Vương Trần Quốc Tảng, nằm ở Cẩm Phả. Đền có kiến trúc đẹp và tổ chức lễ hội lớn vào đầu năm thu hút nhiều du khách.",Quảng Ninh,"Di tích lịch sử, Đền","https://www.google.com/maps/place/%C3%90%E1%BB%81n+C%E1%BB%ADa+%C3%94ng/@21.0274468,107.3707765,17z/data=!3m1!4b1!4m6!3m5!1s0x314b0144e90ee4a7:0x37d7bfeca97c2c1d!8m2!3d21.0274468!4d107.3707765!16s%2Fg%2F121zcvpd?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1WUDYw1DxvEMwItKS4RO1lO1XCDdjsTbP,
667,Công viên giải trí Sun World Halong Complex,"Khu vui chơi giải trí hiện đại với nhiều trò chơi cảm giác mạnh, công viên nước và khu vui chơi trẻ em, phù hợp cho mọi lứa tuổi.",Quảng Ninh,"Công viên, Khu vui chơi","https://www.google.com/maps/search/C%C3%B4ng+vi%C3%AAn+gi%E1%BA%A3i+tr%C3%AD+Sun+World+Halong+Complex/@20.9544667,107.0503533,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1ygVnvDLzMYueNaWwJO8uA_tYt7MIGZ0P,
668,Bãi biển Trà Cổ,"Nằm ở Móng Cái, Trà Cổ có bãi biển dài, cát trắng mịn và nước biển trong xanh, là nơi lý tưởng để nghỉ dưỡng.",Quảng Ninh,"Biển, Điểm tham quan miễn phí","https://www.google.com/maps/place/B%C3%A3i+bi%E1%BB%83n+Tr%C3%A0+C%E1%BB%95/@21.4745882,108.0181099,14z/data=!3m1!4b1!4m6!3m5!1s0x314b57b2f6c3e329:0xd0c731a13c009295!8m2!3d21.4745886!4d108.0181099!16s%2Fg%2F11g0461gnh?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1fKRBu_qr_BEOsM9DrfVocgik2dDa1rLd,
669,Chợ đêm Hạ Long,"Chợ đêm với nhiều gian hàng bán đồ lưu niệm, đặc sản địa phương và ẩm thực phong phú, tạo nên không khí sôi động về đêm.",Quảng Ninh,"Chợ đêm, Mua sắm, Ẩm thực","https://www.google.com/maps/place/Ha+Long+Bay+Night+Market/@20.9561868,107.0075964,15z/data=!4m10!1m2!2m1!1zSOG6oSBMb25nIE5pZ2h0IE1hcmtldCAoQ2jhu6MgxJHDqm0gSOG6oSBMb25nKQ!3m6!1s0x314a59d594c062db:0xc297e1df33457276!8m2!3d20.9561868!4d107.0163511!15sCi5I4bqhIExvbmcgTmlnaHQgTWFya2V0IChDaOG7oyDEkcOqbSBI4bqhIExvbmcpkgEMbmlnaHRfbWFya2V04AEA!16s%2Fg%2F11h_vbl43y?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1UXrcHbmlJADmgXWYhvJGBfkShe8FMQw_,
670,Cầu Bãi Cháy,"Cầu dây văng nối liền hai bờ sông Bạch Đằng, đặc biệt đẹp vào ban đêm khi được chiếu sáng.",Quảng Ninh,"Cầu, Điểm chụp ảnh","https://www.google.com/maps/place/C%E1%BA%A7u+B%C3%A3i+Ch%C3%A1y/@20.9610363,107.0626596,17z/data=!3m1!4b1!4m6!3m5!1s0x314a590026887961:0x2425e7a05bfb2423!8m2!3d20.9610363!4d107.0626596!16s%2Fg%2F11bc593lv3?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1bnezB6ZPMkKG8KtqBO3X81KMvKAO32KB,
671,Vườn quốc gia Bái Tử Long,"Nơi có hệ sinh thái phong phú, với nhiều loài động thực vật quý hiếm và những bãi biển hoang sơ.",Quảng Ninh,"Vườn quốc gia, Thiên nhiên","https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+Qu%E1%BB%91c+Gia+B%C3%A1i+T%E1%BB%AD+Long/@21.0637878,107.4899756,17z/data=!3m1!4b1!4m6!3m5!1s0x314b0f7abfa31b4f:0x5726fee619fb52a9!8m2!3d21.0637878!4d107.4899756!16s%2Fg%2F11bc5pyqlg?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",17cWyBB0Vzl1Q3w1DeZ_qzxFMsD-sRH9h,
672,Đảo Quan Lạn,"Nằm ở Vân Đồn, đảo Quan Lạn có những bãi biển sạch sẽ, làn nước trong xanh và không khí yên bình.",Quảng Ninh,"Biển, Điểm tham quan miễn phí","https://www.google.com/maps/place/%C4%90%E1%BA%A3o+Quan+L%E1%BA%A1n/@20.8915321,107.5143237,12z/data=!3m1!4b1!4m6!3m5!1s0x314ba7b20cde8327:0x888a9f1a07b737c9!8m2!3d20.8845338!4d107.5120556!16s%2Fg%2F121_pbpz?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",18bSmaz4pV69UrXXEBR9t-UU42dZLnDD1,
673,Hải đăng Cô Tô,"Nằm trên đảo Ti Tốp, hải đăng cung cấp tầm nhìn toàn cảnh vịnh Hạ Long, là điểm đến yêu thích của du khách.",Quảng Ninh,"Điểm chụp ảnh đẹp, Điểm tham quan miễn phí","https://www.google.com/maps/place/H%E1%BA%A3i+%C4%90%C4%83ng+C%C3%B4+T%C3%B4/@20.9992496,107.7574763,17z/data=!3m1!4b1!4m6!3m5!1s0x314b740755b39e17:0x2a986b2520bf63dd!8m2!3d20.9992496!4d107.7574763!16s%2Fg%2F11bx2l4mqw?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",18Lsl55TRi_DifgTUFLxz4-sGp7-bdr0y,
674,Nhà thờ Cửa Ông,"Nhà thờ cổ kính với kiến trúc độc đáo, nằm gần đền Cửa Ông, thu hút nhiều du khách tham quan.",Quảng Ninh,"Nhà thờ, Điểm tham quan miễn phí","https://www.google.com/maps/place/Nh%C3%A0+th%E1%BB%9D+C%E1%BB%ADa+%C3%94ng/@21.0297749,107.3650643,17z/data=!3m1!4b1!4m6!3m5!1s0x314b015ccdb00001:0xf784875e0d7b76c2!8m2!3d21.0297749!4d107.3650643!16s%2Fg%2F11kj3f65bl?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",18P6z-fKqZtXAyyejEfKQqaaieX42VLe1,
675,Đảo Vạn Cảnh,"Đảo nhỏ với phong cảnh hữu tình, là nơi lý tưởng để thư giãn và chụp ảnh.",Quảng Ninh,"Biển, Điểm chụp ảnh đẹp","https://www.google.com/maps/place/%C4%91%E1%BA%A3o+V%E1%BA%A1n+C%E1%BA%A3nh/@20.8768212,107.3615695,13z/data=!3m1!4b1!4m6!3m5!1s0x314babebab5adb97:0x92dc124bfb06bd9e!8m2!3d20.8737759!4d107.3671431!16s%2Fg%2F11b5qxf231?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1MGYwHs9m_dOp41XdW7jesDYj9V5r5cwo,
676,Phố đi bộ Bãi Cháy,"Phố đi bộ với không gian thoáng đãng, là nơi lý tưởng để dạo chơi và thưởng thức ẩm thực địa phương.",Quảng Ninh,"Phố đi bộ, Mua sắm, Ẩm thực","https://www.google.com/maps/place/Ph%E1%BB%91+%C4%91i+b%E1%BB%99+B%C3%A3i+Ch%C3%A1y/@20.9536407,107.0458832,17z/data=!3m1!4b1!4m6!3m5!1s0x314a590074c06c1d:0xf335976c6b91e897!8m2!3d20.9536407!4d107.0458832!16s%2Fg%2F11lf2pp9j7?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1cnALbImkZkBKPGzGGc39quUX1bNVo95O,
677,Vườn quốc gia Cát Tiên,"Vườn quốc gia với hệ sinh thái phong phú, là nơi lý tưởng cho hoạt động leo núi và cắm trại",Quảng Ninh,"Vườn quốc gia, Thiên nhiên, Đi bộ đường dài","https://www.google.com/maps/place/V%C6%B0%E1%BB%9Dn+qu%E1%BB%91c+gia+C%C3%A1t+Ti%C3%AAn/@11.4233511,107.4308651,17z/data=!3m1!4b1!4m6!3m5!1s0x31747b91abc7ab79:0x85beda439b7b84be!8m2!3d11.4233511!4d107.4308651!16s%2Fg%2F11mwskv7dz?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1FjzROGOsk9BLxjn5IF_3ugG-N1bRYx6B,
678,Chùa Lôi Âm Thượng,"Chùa Lôi Âm nằm trên đỉnh núi cùng tên, kết hợp giữa yếu tố tâm linh và thiên nhiên hùng vĩ.",Quảng Ninh,"Đền, Chùa, Lễ hội địa phương","https://www.google.com/maps/place/Ch%C3%B9a+L%C3%B4i+%C3%82m+Th%C6%B0%E1%BB%A3ng/@21.0113795,102.441293,6z/data=!4m10!1m2!2m1!1zQ2jDuWEgTMO0aSDDgm0!3m6!1s0x314af54f56a78863:0xf1db3e86f9e7415b!8m2!3d21.0113795!4d106.9237149!15sCg5DaMO5YSBMw7RpIMOCbZIBD2J1ZGRoaXN0X3RlbXBsZeABAA!16s%2Fg%2F12ckhr6gw?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",10CBoUHaT3ee5Gndl1Ul6_C_ZQQAw7NY1,
679,Thác Mơ Quảng Yên,"Thác Mơ thuộc khu du lịch sinh thái, với không gian mát mẻ và hoạt động tắm suối thú vị.",Quảng Ninh,"Thác, Thiên nhiên","https://www.google.com/maps/place/Th%C3%A1c+M%C6%A1+Qu%E1%BA%A3ng+Y%C3%AAn/@21.0191819,106.8532351,14z/data=!3m1!4b1!4m6!3m5!1s0x314a8a68aa080887:0xd61bee5dc928f088!8m2!3d21.0191823!4d106.8532351!16s%2Fg%2F11fwgdvk9c?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1eQwn2qmSHUcUTNtHtnx-NLXm9RPWd73I,
680,Chùa Yên Tử,"Chùa Yên Tử là trung tâm Phật giáo Việt Nam, thu hút du khách bởi kiến trúc độc đáo và không gian linh thiêng.",Quảng Ninh,"Di tích lịch sử, Đền, Chùa, Lễ hội địa phương","https://www.google.com/maps/place/N%C3%BAi+Y%C3%AAn+T%E1%BB%AD/@21.1609206,106.7150143,14z/data=!3m1!4b1!4m6!3m5!1s0x314a857bda1fbea1:0x3607af13c396bdad!8m2!3d21.160921!4d106.7150143!16s%2Fm%2F0vb3kpj?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1cj0GLTAzt33N6eXg5UN6_rxYMpxKYfig,
681,Chùa Bút Tháp,"Chùa Bút Tháp, hay Ninh Phúc tự, là ngôi chùa cổ kính nằm bên sông Đuống, nổi tiếng với kiến trúc độc đáo và pho tượng Phật bà Quan Âm nghìn mắt nghìn tay bằng gỗ lớn nhất Việt Nam",Bắc Ninh,"Đền, Chùa, Di tích lịch sử","https://www.google.com/maps/place/Ch%C3%B9a+B%C3%BAt+Th%C3%A1p/@21.060628,106.0222657,17z/data=!3m1!4b1!4m6!3m5!1s0x3135a7ee04fb2769:0x85b34e30fb6a25e7!8m2!3d21.060628!4d106.0222657!16s%2Fm%2F05t0m4s?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",14FxAmGHG4o4bFbuURyIc5N0A34B88JNL,
682,Chùa Dâu,"Chùa Dâu, tọa lạc tại xã Thanh Khương, huyện Thuận Thành, là ngôi chùa cổ nhất Việt Nam, xây dựng từ thế kỷ thứ 2, với kiến trúc thời Lý và vai trò quan trọng trong lịch sử Phật giáo nước nhà.",Bắc Ninh,"Đền, Chùa, Di tích lịch sử, Lễ hội địa phương","https://www.google.com/maps/place/Ch%C3%B9a+%C4%90%E1%BA%ADu+(Th%C3%A0nh+%C4%90%E1%BA%A1o+T%E1%BB%B1)+Ph%C3%A1p+V%C5%A9/@21.0337644,106.0401634,17z/data=!4m10!1m2!2m1!1zQ2jDuWEgRMOidQ!3m6!1s0x3135a7677cedcaef:0x8dc8f4b6ba80020c!8m2!3d21.0337644!4d106.0423521!15sCgpDaMO5YSBEw6J1kgEPYnVkZGhpc3RfdGVtcGxl4AEA!16s%2Fg%2F11n5n5tlq1?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1VjsTfTQFOBEXh-sRGbuy4G7cJmct9HGZ,
683,Nhà hát Quan Họ Bắc Ninh,"Nhà hát Quan Họ, nằm tại trung tâm thành phố Bắc Ninh, là nơi diễn ra các chương trình nghệ thuật dân ca Quan Họ, biểu diễn trong không gian kiến trúc hiện đại kết hợp với truyền thống.",Bắc Ninh,"Công trình kiến trúc, Phòng triển lãm","https://www.google.com/maps/place/Nh%C3%A0+h%C3%A1t+D%C3%A2n+Ca+Quan+H%E1%BB%8D+B%E1%BA%AFc+Ninh/@21.213661,106.052107,17z/data=!3m1!4b1!4m6!3m5!1s0x31350eaad7351cb9:0x28d02aed90ec41ef!8m2!3d21.213661!4d106.052107!16s%2Fg%2F11cs1sjljv?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",1GfgM9R2bHVYOm5-JIoWzhlUG2oUgC455,
